Dt-Proce;Dt-Inicio;Dt-Fim;Nome;Tarifa;Cidade;Identifica;Avaliações;Nota;Estrelas;Propriedade;Funcionários;Comodidades;Limpeza;Conforto;Relação Qualidade/Preço;Localização;Wifi;Travel-Proud;Sustentabilidade;Tipo;Latitude;Longitude
06/02/2026;29/08/2026;30/08/2026;Centro Jardim de Alah;R$ 200;Campos dos Goytacazes;Teste;1;1,0;Sem Classificação;Privado;2,5;2,5;2,5;2,5;2,5;2,5;0.0;N;N;Apartamento;-21.756182;-41.3273568
06/02/2026;29/08/2026;30/08/2026;Apto Sow Shop;R$ 329;Parque Leopoldina, Campos dos Goytacazes;Teste;8;5,2;Sem Classificação;Privado;5,5;5,5;5,5;5,0;7,0;5,5;0.0;N;N;Apartamento;-21.753777;-41.344512
06/02/2026;29/08/2026;30/08/2026;Apto David Joq;R$ 162;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7728626;-41.2815037
06/02/2026;29/08/2026;30/08/2026;Apto no El dorado;R$ 200;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.711973;-41.2991954
06/02/2026;29/08/2026;30/08/2026;Apto Plaza Shopping;R$ 189;Campos dos Goytacazes;Teste;0;0;3;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7366264;-41.3096215
06/02/2026;29/08/2026;30/08/2026;Dom Antonio 3;R$ 130;Campos dos Goytacazes;Teste;10;6,3;3;Privado;7,2;6,1;6,5;7,0;5,2;7,5;0.0;N;N;Apartamento;-21.837168;-41.254677
06/02/2026;29/08/2026;30/08/2026;Jockei Campos 3;R$ 216;Campos dos Goytacazes;Teste;3;7,0;3;Privado;7,5;7,5;7,5;7,5;7,5;7,5;0.0;N;N;Apartamento;-21.7728626;-41.2815037
06/02/2026;29/08/2026;30/08/2026;Acomodação barata.;R$ 150;Campos dos Goytacazes;Teste;1;1,0;3;Privado;2,5;2,5;2,5;2,5;2,5;2,5;0.0;N;N;hóspedes;-21.772909;-41.281543
06/02/2026;29/08/2026;30/08/2026;Pousada Antonio com NOTA FISCAL;R$ 380;Campos dos Goytacazes;Teste;0;0;3;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.772909;-41.281543
06/02/2026;29/08/2026;30/08/2026;Apart Pierre Agua;R$ 117;Campos dos Goytacazes;Teste;3;4,7;3;Privado;5,0;6,7;6,7;6,7;5,8;7,5;0.0;N;N;Apartamento;-21.7635228;-41.3531341
06/02/2026;29/08/2026;30/08/2026;Condominio Recanto das palmeiras;R$ 300;Campos dos Goytacazes;Teste;15;5,8;Sem Classificação;Privado;7,4;6,0;6,0;6,5;7,5;6,5;7,5;N;N;Apartamento;-21.75761778873831;-41.353145043685906
06/02/2026;29/08/2026;30/08/2026;Lua E Agua X;R$ 240;Campos dos Goytacazes;Teste;3;7,0;3;Privado;9,2;8,3;6,7;8,3;8,3;6,7;0.0;N;N;Apartamento;-21.764733;-41.354663
06/02/2026;29/08/2026;30/08/2026;Casa Guarus;R$ 228;Campos dos Goytacazes;Teste;0;0;4;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.725806;-41.324797
06/02/2026;29/08/2026;30/08/2026;Jardim de Alah;R$ 250;Campos dos Goytacazes;Teste;0;0;4;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.756292;-41.326805
06/02/2026;29/08/2026;30/08/2026;Casa Sonho;R$ 2.250;Campos dos Goytacazes;Teste;0;0;4;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;temporada;-21.7665806;-41.3519912
06/02/2026;29/08/2026;30/08/2026;Apto Oniz Campos X;R$ 219;Campos dos Goytacazes;Teste;1;6,0;4;Privado;7,5;7,5;5,0;7,5;10,0;7,5;0.0;N;N;Apartamento;-21.763691;-41.352763
06/02/2026;29/08/2026;30/08/2026;Apartamento residencial;R$ 214;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7644937;-41.3116623
06/02/2026;29/08/2026;30/08/2026;Apto Ventano;R$ 350;Campos dos Goytacazes;Teste;4;5,5;3;Privado;7,5;6,2;6,2;8,1;8,1;6,2;0.0;N;N;Apartamento;-21.764733;-41.354663
06/02/2026;29/08/2026;30/08/2026;Apto Lindo Agua;R$ 280;Campos dos Goytacazes;Teste;0;0;4;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.764768;-41.354636
06/02/2026;29/08/2026;30/08/2026;Apartamento na 28 de março;R$ 170;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7858103;-41.3005427
06/02/2026;29/08/2026;30/08/2026;Apartamento Antônio Recanto;R$ 360;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7637655;-41.34686
06/02/2026;29/08/2026;30/08/2026;Apartamento david 108;R$ 200;Campos dos Goytacazes;Teste;1;2,0;Sem Classificação;Privado;2,5;2,5;5,0;2,5;10,0;2,5;0.0;N;N;Apartamento;-21.7651804;-41.3542734
06/02/2026;29/08/2026;30/08/2026;Apto Antonio 3;R$ 200;Campos dos Goytacazes;Teste;0;0;3;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.772875;-41.281514
06/02/2026;29/08/2026;30/08/2026;Apart luxo;R$ 150;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7635228;-41.3531341
06/02/2026;29/08/2026;30/08/2026;Apartamento do Antônio Agua;R$ 135;Campos dos Goytacazes;Teste;2;3,5;Sem Classificação;Privado;3,7;5,0;3,7;3,7;3,7;3,7;0.0;N;N;Apartamento;-21.7643076;-41.3529943
06/02/2026;29/08/2026;30/08/2026;Apto 1 Agua Marinha;R$ 540;Campos dos Goytacazes;Teste;30;7,8;3;Privado;7,7;7,4;7,4;7,0;8,6;7,4;3,8;N;N;Apartamento;-21.764953;-41.353136
06/02/2026;29/08/2026;30/08/2026;Apto no El dorado;R$ 200;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7135076;-41.3005425
06/02/2026;29/08/2026;30/08/2026;Presidente Cepop 3;R$ 180;Campos dos Goytacazes;Teste;4;4,3;Sem Classificação;Privado;6,9;6,3;5,6;5,6;6,9;7,5;10,0;N;N;Apartamento;-21.772863;-41.281504
06/02/2026;29/08/2026;30/08/2026;David Agua 7-108;R$ 315;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7635228;-41.3531341
06/02/2026;29/08/2026;30/08/2026;Apto no El dorado;R$ 200;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7133411;-41.3023849
06/02/2026;29/08/2026;30/08/2026;Apto Solar do Coqueiro;R$ 425;Campos dos Goytacazes;Teste;6;5,6;2;Privado;7,0;6,5;6,5;6,5;6,5;6,5;5,0;N;N;Apartamento;-21.785729;-41.300368
06/02/2026;29/08/2026;30/08/2026;STUDIO Centro Lacerda;R$ 450;Campos dos Goytacazes;Teste;0;0;3;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.756292;-41.326805
06/02/2026;29/08/2026;30/08/2026;Projetada com Joao;R$ 220;Campos dos Goytacazes;Teste;1;1,0;3;Privado;0.0;0.0;0.0;0.0;2,5;0.0;0.0;N;N;Apartamento;-21.837153;-41.254665
06/02/2026;29/08/2026;30/08/2026;Flamboyan apart 01;R$ 350;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7699725663409;-41.2795062777474
06/02/2026;29/08/2026;30/08/2026;Casa Linda, 50m da praia no Farol de São Thomé;R$ 300;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;temporada;-22.0543671560352;-41.0729776987196
06/02/2026;29/08/2026;30/08/2026;Piscina com churrasqueira;R$ 800;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;temporada;-21.7663783308219;-41.3514710810594
06/02/2026;29/08/2026;30/08/2026;Casa Aeroporto Campos;R$ 284;Campos dos Goytacazes;Teste;0;0;3;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;temporada;-21.7257629;-41.3248493
06/02/2026;29/08/2026;30/08/2026;Apto Guimarães onix;R$ 240;Campos dos Goytacazes;Teste;3;4,0;3;Privado;5,0;5,0;5,0;5,0;5,0;5,0;0.0;N;N;Apartamento;-21.764953;-41.353136
06/02/2026;29/08/2026;30/08/2026;Pousada Sabia;R$ 72;Campos dos Goytacazes;Teste;4;6,5;Sem Classificação;Privado;6,9;6,3;6,3;7,5;7,5;8,1;0.0;N;N;hóspedes;-22.0383141;-41.0424305
06/02/2026;29/08/2026;30/08/2026;Flamboyan acomodit;R$ 525;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7662047;-41.2936305
06/02/2026;29/08/2026;30/08/2026;Casa confraternização;R$ 2.550;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;temporada;-21.7893109;-41.3008293
06/02/2026;29/08/2026;30/08/2026;Apto Ambar;R$ 360;Campos dos Goytacazes;Teste;1;1,0;3;Privado;2,5;2,5;2,5;2,5;2,5;2,5;0.0;N;N;Apartamento;-21.7640171;-41.3521246
06/02/2026;29/08/2026;30/08/2026;Apto Mod life;R$ 1.200;Campos dos Goytacazes;Teste;0;0;3;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.762884;-41.295018
06/02/2026;29/08/2026;30/08/2026;EquineCare Ranch;R$ 441;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.8616790521885;-41.2685724951553
06/02/2026;29/08/2026;30/08/2026;Casa Duplex;R$ 2.250;Campos dos Goytacazes;Teste;0;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.7665806;-41.3519912
06/02/2026;29/08/2026;30/08/2026;Novo, funcional e bem localizado;R$ 8.100;Campos dos Goytacazes;Teste;6;0;Sem Classificação;Privado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;N;N;Apartamento;-21.764394586224;-41.3447516239759
